timestamp,current_speed_ms
2018-04-07T19:32:30Z,2.962
2018-04-07T19:47:30Z,2.819
2018-04-07T20:02:30Z,2.907
2018-04-07T20:17:30Z,2.657
2018-04-07T20:32:30Z,2.24
2018-04-07T20:47:30Z,1.857
2018-04-07T21:02:30Z,1.703
2018-04-07T21:17:30Z,1.342
2018-04-07T21:32:30Z,0.991
2018-04-07T21:47:30Z,0.455
2018-04-07T22:02:30Z,0.19
2018-04-07T22:17:30Z,0.664
2018-04-07T22:32:30Z,1.732
2018-04-07T22:47:30Z,2.455
2018-04-07T23:02:30Z,2.201
2018-04-07T23:17:30Z,2.251
2018-04-07T23:32:30Z,2.329
2018-04-07T23:47:30Z,2.413
